"id","classification","pseudo","#unique peptides","M1601","F38","ILRI181","Ckid","PG50","s_990145","s_95010","AAlength","start","stop","Frame","Begin","End","Length","length.AA"
"631","MCCP01v2_0634",4,"no",30,100,100,100,99.33,98.66,98.66,97.1,448,199249,199697,-2,675332,676675,1344,448
"632","MCCP01v2_0635",4,"no",22,100,100,100,99.21,97.64,98.13,90.98,510,199697,200207,-3,676705,678234,1530,510
"633","MCCP01v2_0636",4,"no",NA,99.03,100,100,99.7,97.97,97.68,92.73,346,200207,200553,-2,678386,679423,1038,346
"634","MCCP01v2_0637",4,"no",2,99.45,100,100,99.45,93.59,93.59,84.15,183,200553,200736,-1,679464,680012,549,183
"635","MCCP01v2_0638",1,"no",NA,33.33,33.33,33.33,36.11,37.84,37.84,35.29,50,200736,200786,-3,680197,680346,150,50
"636","MCCP01v2_0639",4,"no",NA,100,100,100,100,95.86,95.86,87.06,170,200786,200956,3,680931,681440,510,170
"637","MCCP01v2_0640",3,"no",3,100,100,99.44,98.31,95.51,95.51,75.98,179,200956,201135,-3,681412,681948,537,179
"638","MCCP01v2_0641",4,"no",7,100,100,100,100,98.89,100,96.7,91,201135,201226,-3,682006,682278,273,91
"639","MCCP01v2_0642",3,"no",NA,100,100,100,98.92,92.42,92.42,71.48,279,201226,201505,-1,682473,683309,837,279
"640","MCCP01v2_0643",4,"no",13,100,100,100,99.31,95.86,95.86,91.28,436,201505,201941,-3,683311,684618,1308,436
"641","MCCP01v2_0644",3,"no",5,100,100,100,99.1,95.95,95.95,77.27,223,201941,202164,-1,684618,685286,669,223
"642","MCCP01v2_0645",3,"no",1,99.57,100,100,97.84,92.21,92.21,76.72,232,202164,202396,-2,685295,685990,696,232
"643","MCCP01v2_0646",3,"no",1,99.66,99.66,99.66,98.31,96.27,96.27,79.12,296,202396,202692,-1,686058,686945,888,296
"644","MCCP01v2_0647",3,"no",14,99.47,100,99.46,98.92,97.85,97.85,96.79,187,202692,202879,1,687085,687645,561,187
"645","MCCP01v2_0648",2,"yes",NA,100,98.53,98.53,94.2,88.24,88.24,57.69,69,202879,202948,-3,688510,688716,207,69
"646","MCCP01v2_0649",2,"yes",NA,98.96,98.95,98.95,92.47,91.4,91.4,50,96,202948,203044,-3,688804,689091,288,96
"647","MCCP01v2_0650",3,"yes",NA,99.75,99.8,99.5,97.82,91.46,91.46,53.03,514,203044,203558,-2,689045,690586,1542,514
"648","MCCP01v2_0651",2,"no",NA,98.88,100,98.86,90.74,69.64,69.64,46.81,89,203558,203647,-1,690897,691163,267,89
"649","MCCP01v2_0652",2,"yes",NA,100,99.7,99.41,93.79,92.31,92.31,70.21,339,203647,203986,-3,691198,692214,1017,339
"650","MCCP01v2_0653",3,"yes",NA,99.6,100,99.6,98.39,94.76,95.16,78.95,251,203986,204237,-1,692238,692990,753,251
"651","MCCP01v2_0654",3,"yes",NA,99.32,99.66,99.52,97.27,94.57,93.18,55.97,292,204237,204529,-3,693037,693912,876,292
"652","MCCP01v2_0655",3,"yes",NA,100,98.72,98.72,98.72,94.87,94.87,69.23,79,204529,204608,-2,693896,694132,237,79
"653","MCCP01v2_0656",3,"yes",NA,100,99.37,99.37,98.1,92.99,92.99,89.87,161,204608,204769,-3,694333,694815,483,161
"654","MCCP01v2_0657",1,"no",5,100,100,100,51.11,85.71,85.71,61.92,239,204769,205008,-1,695139,695855,717,239
"655","MCCP01v2_0658",3,"no",NA,100,100,99.53,97.67,93.49,93.49,29.77,216,205008,205224,-3,696052,696699,648,216
"656","MCCP01v2_0659",3,"no",NA,100,99.83,100,98.5,98.01,98.01,85.41,603,205224,205827,-1,696699,698507,1809,603
"657","MCCP01v2_0660",3,"no",3,99.33,100,99.32,97.99,95.3,95.3,81.33,150,205827,205977,-2,698519,698968,450,150
"658","MCCP01v2_0661",1,"no",NA,100,100,100,54.55,76,76,38.1,151,205977,206128,-2,699176,699628,453,151
"659","MCCP01v2_0662",2,"no",NA,100,100,100,96.18,42,41.18,35.46,133,206128,206261,-3,700015,700413,399,133
"660","MCCP01v2_0663",2,"no",NA,99.4,99.39,99.39,92.2,53.47,53.47,33.33,167,206261,206428,-2,701444,701944,501,167
"661","MCCP01v2_0664",1,"no",NA,100,99.31,99.31,58.04,54,54,38.96,147,206428,206575,-3,702334,702774,441,147
"662","MCCP01v2_0665",1,"no",NA,100,36.96,36.96,36.96,36.96,36.96,35.29,47,206575,206622,-1,703485,703625,141,47
"663","MCCP01v2_0666",1,"no",NA,74.07,100,85.71,40.43,40.91,45.12,64.1,122,206622,206744,-2,703724,704089,366,122
"664","MCCP01v2_0667",1,"no",NA,100,100,100,64,67.16,67.16,76.92,90,206744,206834,-3,705163,705432,270,90
"665","MCCP01v2_0668",3,"no",NA,99.28,100,99.64,97.09,89.82,89.82,86.59,276,206834,207110,-2,705671,706498,828,276
"666","MCCP01v2_0669",3,"no",9,99.58,100,100,98.73,97.47,97.47,97.9,238,207110,207348,-2,706598,707311,714,238
"667","MCCP01v2_0670",3,"no",6,99.52,100,100,99.01,97.03,97.03,96.53,209,207348,207557,-1,707313,707939,627,209
"668","MCCP01v2_0671",4,"no",8,100,100,100,99.21,97.62,97.62,92.09,253,207557,207810,-3,707950,708708,759,253
"669","MCCP01v2_0672",3,"no",8,99.52,100,99.52,99.04,96.17,96.17,87.62,210,207810,208020,-2,708782,709411,630,210
"670","MCCP01v2_0673",4,"no",3,100,100,100,99.28,94.24,94.24,86.02,279,208020,208299,-1,709395,710231,837,279
"671","MCCP01v2_0674",4,"no",7,100,100,100,99.21,96.05,96.44,80.71,254,208299,208553,-1,710241,711002,762,254
"672","MCCP01v2_0675",3,"no",NA,99.8,99.8,99.6,98.2,94.56,94.79,80.8,500,208553,209053,-2,711014,712513,1500,500
"673","MCCP01v2_0676",2,"no",NA,98.7,100,99.24,92.42,52.94,52.94,44.93,133,209053,209186,-2,712814,713212,399,133
"674","MCCP01v2_0677",2,"no",NA,99.57,100,99.57,92.74,45.37,45.37,82.74,235,209186,209421,-1,713451,714155,705,235
"675","MCCP01v2_0678",2,"yes",NA,100,99.67,99.34,90.76,50.39,50.39,60.53,304,209421,209725,-2,714167,715078,912,304
"676","MCCP01v2_0679",4,"no",NA,100,98.39,98.18,100,70.37,70.37,64,63,209725,209788,-3,715198,715386,189,63
"677","MCCP01v2_0680",3,"no",NA,99.3,100,99.3,97.18,30.3,30.3,69.29,144,209788,209932,-1,715566,715997,432,144
"678","MCCP01v2_0681",2,"no",NA,99.34,100,99.34,91.77,28.66,33.33,70.09,160,209932,210092,-3,716152,716631,480,160
"679","MCCP01v2_0682",3,"no",NA,100,100,100,98.76,95.86,95.86,87.58,494,210092,210586,-1,716793,718274,1482,494
"680","MCCP01v2_0683",4,"no",1,100,100,100,100,97.53,97.53,90.24,82,210586,210668,-1,718338,718583,246,82
"681","MCCP01v2_0684",3,"no",25,99.85,99.85,99.85,98.32,96.65,96.65,87.82,657,210668,211325,-1,718599,720569,1971,657
"682","MCCP01v2_0685",4,"no",5,100,100,98.11,100,92.45,92.45,59.18,54,211325,211379,-3,720610,720771,162,54
"683","MCCP01v2_0686",4,"no",NA,100,99.59,100,99.59,98.37,98.37,88.89,247,211379,211626,-3,720907,721647,741,247
"684","MCCP01v2_0687",3,"no",16,99.77,100,100,98.11,92.43,92.43,96.21,427,211626,212053,-3,721747,723027,1281,427
"685","MCCP01v2_0688",2,"no",19,100,99.72,100,95.83,92.38,92.38,95.01,359,212053,212412,2,723317,724393,1077,359
"686","MCCP01v2_0689",1,"no",NA,100,100,99.87,28.03,41.88,41.75,87.3,756,212412,213168,-1,724551,726818,2268,756
"687","MCCP01v2_0690",1,"no",3,100,100,100,28.98,52.71,52.71,94.87,353,213168,213521,-2,726821,727879,1059,353
"688","MCCP01v2_0691",1,"yes",NA,100,100,100,55.47,83.97,83.97,51.56,155,213521,213676,-2,728030,728494,465,155
"689","MCCP01v2_0692",1,"yes",NA,100,100,99.76,39.6,41.5,41.33,41.82,623,213676,214299,-3,728485,730353,1869,623
"690","MCCP01v2_0693",1,"yes",NA,100,100,100,40,25.68,25.68,80.9,100,214299,214399,-1,730671,730970,300,100
"691","MCCP01v2_0694",1,"yes",NA,100,100,100,30.36,39.02,39.02,86.44,185,214399,214584,-2,730919,731473,555,185
"692","MCCP01v2_0695",3,"no",NA,100,100,98.9,97.62,88.69,88.69,29.03,169,214584,214753,-2,732113,732619,507,169
"693","MCCP01v2_0696",3,"no",12,99.65,99.64,99.29,97.15,97.51,97.51,83.27,282,214753,215035,-2,732809,733654,846,282
"694","MCCP01v2_0697",3,"no",1,99.59,99.59,99.59,98.36,99.18,99.18,95.1,245,215035,215280,1,733858,734592,735,245
"695","MCCP01v2_0698",3,"no",NA,99.73,100,100,98.21,95.82,95.82,96.41,506,215280,215786,3,734601,736118,1518,506
"696","MCCP01v2_0699",3,"no",NA,100,99.07,99.07,99.07,83.33,83.33,83.49,109,215786,215895,1,736162,736488,327,109
"697","MCCP01v2_0700",2,"no",NA,99.68,100,99.04,95.53,88.18,88.18,92.99,314,215895,216209,3,736500,737441,942,314
"698","MCCP01v2_0701",2,"no",NA,99.37,99.79,99.37,90.57,36.02,36.02,29.79,476,216209,216685,-2,737522,738949,1428,476
"699","MCCP01v2_0702",2,"no",NA,100,32.1,98.82,96.3,40.74,40.74,36.21,86,216685,216771,-3,738949,739206,258,86
"700","MCCP01v2_0703",2,"no",NA,98.59,100,97.22,93.44,35,35,23.08,71,216771,216842,-1,739152,739364,213,71
"701","MCCP01v2_0704",1,"no",NA,100,100,100,55.1,46.94,46.94,46.94,159,216842,217001,-2,740015,740491,477,159
"702","MCCP01v2_0705",1,"no",NA,100,100,100,37.5,45.83,45.83,45.83,118,217001,217119,-1,740610,740963,354,118
"703","MCCP01v2_0706",1,"no",NA,99.42,99.41,98.82,28.18,29.73,29.73,31.31,171,217119,217290,-3,740929,741441,513,171
"704","MCCP01v2_0707",1,"no",NA,100,100,99.49,28.75,26.83,27.64,27.27,418,217290,217708,-2,741473,742726,1254,418
"705","MCCP01v2_0708",1,"no",NA,100,100,99.42,32.05,90.28,90.28,94.61,174,217708,217882,-2,743060,743581,522,174
"706","MCCP01v2_0709",1,"no",NA,100,98.86,98.86,28.95,94.44,94.44,69.41,89,217882,217971,-3,744115,744381,267,89
"707","MCCP01v2_0710",1,"no",4,100,100,100,24.65,23.82,23.82,95.12,471,217971,218442,-2,746021,747433,1413,471
"708","MCCP01v2_0711",4,"no",NA,100,53.85,53.85,100,52.63,52.63,59.09,22,218442,218464,-3,747661,747726,66,22
"709","MCCP01v2_0712",2,"no",NA,98.88,100,98.86,89.89,38.89,38.89,38.54,89,218464,218553,-1,747921,748187,267,89
"710","MCCP01v2_0713",1,"no",NA,76.67,76.67,76.67,42.86,77.78,77.78,84.62,43,218553,218596,-2,748484,748612,129,43
"711","MCCP01v2_0714",1,"no",NA,100,100,100,36.67,64.15,35.48,63.64,58,218596,218654,-2,748682,748855,174,58
"712","MCCP01v2_0715",2,"no",29,100,100,99.79,91.94,48.77,48.77,72.58,485,218654,219139,1,749695,751149,1455,485
"713","MCCP01v2_0716",4,"no",27,99.84,99.51,99.67,99.51,98.69,98.85,97.21,614,219139,219753,2,751484,753325,1842,614
"714","MCCP01v2_0717",3,"no",6,100,99.68,99.68,98.74,98.74,98.74,89.17,318,219753,220071,1,753397,754350,954,318
"715","MCCP01v2_0718",1,"no",NA,97.95,100,97.95,79.34,82.78,82.78,31.46,295,220071,220366,2,755429,756313,885,295
"716","MCCP01v2_0719",1,"no",NA,100,100,100,75,97,98.53,55.56,101,220366,220467,1,757732,758034,303,101
"717","MCCP01v2_0720",3,"no",1,100,100,99.72,97.47,98.42,98.42,73.42,358,220467,220825,3,758643,759716,1074,358
"718","MCCP01v2_0721",3,"no",NA,100,100,100,96.92,98.46,98.46,70.77,67,220825,220892,1,759778,759978,201,67
"719","MCCP01v2_0722",2,"no",NA,100,100,100,95.18,95.18,95.18,71.95,84,220892,220976,2,760142,760393,252,84
"720","MCCP01v2_0723",2,"no",9,100,100,100,96.83,98.19,98.19,84.62,222,220976,221198,2,760406,761071,666,222
"721","MCCP01v2_0724",4,"no",NA,100,100,100,100,97.06,85.37,49.23,59,221198,221257,3,761244,761420,177,59
"722","MCCP01v2_0725",4,"no",NA,100,100,100,100,97.06,85.37,51.61,53,221257,221310,1,761704,761862,159,53
"723","MCCP01v2_0726",1,"no",NA,87.8,100,87.8,80.23,91.23,91.23,55.36,88,221310,221398,3,762150,762413,264,88
"724","MCCP01v2_0727",3,"no",31,100,100,99.75,98.02,97.03,96.86,91.11,405,221398,221803,-1,762495,763709,1215,405
"725","MCCP01v2_0728",3,"no",34,100,99.7,100,98.82,97.93,98.22,92.33,339,221803,222142,-2,763838,764854,1017,339
"726","MCCP01v2_0729",4,"no",4,100,100,99.68,99.36,95.18,95.18,80.65,312,222142,222454,-3,764947,765882,936,312
"727","MCCP01v2_0730",3,"no",NA,100,100,100,98.73,91.12,90.63,80,395,222454,222849,-3,765892,767076,1185,395
"728","MCCP01v2_0731",4,"no",11,100,100,100,99.64,97.08,97.08,89.01,275,222849,223124,-2,767234,768058,825,275
"729","MCCP01v2_0732",3,"no",7,99.78,100,99.78,98.35,94.73,94.73,97.59,912,223124,224036,-1,768069,770804,2736,912
"730","MCCP01v2_0733",3,"no",11,100,100,99.8,98.68,92.5,92.5,94.64,987,224036,225023,-2,770813,773773,2961,987
"731","MCCP01v2_0734",2,"yes",NA,99.45,100,99.17,96.9,48.56,48.56,52.82,364,225023,225387,1,773944,775035,1092,364
"732","MCCP01v2_0735",2,"yes",NA,99.7,99.7,99.39,96.53,37.5,37.5,41.49,330,225387,225717,2,774974,775963,990,330
"733","MCCP01v2_0736",2,"yes",NA,100,100,100,94.7,33.33,33.33,33.33,137,225717,225854,3,776199,776609,411,137
"734","MCCP01v2_0737",3,"no",11,100,100,100,98.55,91.79,91.79,89.4,415,225854,226269,-1,776688,777932,1245,415
"735","MCCP01v2_0738",3,"no",18,100,100,100,98.58,95.18,95.18,91.53,354,226269,226623,-3,777940,779001,1062,354
"736","MCCP01v2_0739",3,"no",7,100,99.5,99.5,99.01,93.79,93.79,86.7,203,226623,226826,-2,778979,779587,609,203
"737","MCCP01v2_0740",3,"no",17,100,99.64,99.64,98.57,93.91,93.91,88.93,280,226826,227106,3,779658,780497,840,280
"738","MCCP01v2_0741",4,"no",9,100,100,100,99.65,97.17,97.17,90.85,284,227106,227390,1,780508,781359,852,284
"739","MCCP01v2_0742",4,"no",2,100,100,100,100,96.77,96.77,90.13,156,227390,227546,-2,781655,782122,468,156
"740","MCCP01v2_0743",4,"no",2,100,100,100,100,94.52,94.52,93.24,74,227546,227620,-1,782124,782345,222,74
"741","MCCP01v2_0744",3,"no",NA,100,100,100,98.2,96.4,96.4,81.65,112,227620,227732,-2,782366,782701,336,112
"742","MCCP01v2_0745",3,"no",NA,99.44,100,99.44,97.18,95.21,95.21,69.75,356,227732,228088,-1,782721,783788,1068,356
"743","MCCP01v2_0746",2,"yes",NA,100,100,100,95.8,95.8,95.8,82.52,154,228088,228242,-3,784144,784605,462,154
"744","MCCP01v2_0747",3,"yes",NA,97.9,100,97.9,97.2,97.2,97.2,89.21,159,228242,228401,-1,784545,785021,477,159
"745","MCCP01v2_0748",4,"no",NA,100,100,100,100,100,100,97.39,117,228401,228518,-3,785140,785490,351,117
"746","MCCP01v2_0749",3,"yes",NA,100,100,100,98.81,98.81,98.81,95.63,259,228518,228777,-2,785459,786235,777,259
"747","MCCP01v2_0750",3,"no",NA,100,99.79,99.57,98.29,98.29,98.5,94.86,468,228777,229245,-3,786256,787659,1404,468
"748","MCCP01v2_0751",3,"yes",NA,98.18,98.18,98.18,98.18,98.18,98.18,92.73,59,229245,229304,-2,787808,787984,177,59
"749","MCCP01v2_0752",4,"yes",2,99.56,100,99.25,100,100,100,97.78,226,229304,229530,-2,788102,788779,678,226
"750","MCCP01v2_0753",3,"no",11,99.66,100,94.42,97.96,98.31,98.31,87.84,296,229530,229826,2,789002,789889,888,296
"751","MCCP01v2_0754",2,"no",3,100,100,100,96.06,96.06,96.46,79.22,255,229826,230081,3,789891,790655,765,255
"752","MCCP01v2_0755",2,"no",6,100,99.35,99.35,96.79,86.54,87.05,59.35,157,230081,230238,-2,790700,791170,471,157
"753","MCCP01v2_0756",4,"no",15,100,99.81,100,99.23,97.69,97.69,90.94,522,230238,230760,-1,791253,792818,1566,522
"754","MCCP01v2_0757",3,"no",29,100,100,100,99,97.01,97.01,93.42,805,230760,231565,-1,792885,795299,2415,805
"755","MCCP01v2_0758",2,"no",15,100,100,99.89,90.3,89.35,89.45,66.1,937,231565,232502,-2,795566,798376,2811,937
"756","MCCP01v2_0759",4,"no",4,100,100,100,100,100,100,99.25,133,232502,232635,-3,798538,798936,399,133
"757","MCCP01v2_0760",4,"no",10,100,100,100,100,98.68,98.68,95.39,152,232635,232787,-1,798936,799391,456,152
"758","MCCP01v2_0761",3,"no",4,100,100,100,98.55,96.16,96.09,86.99,1382,232787,234169,-2,799511,803656,4146,1382
"759","MCCP01v2_0762",3,"no",7,100,100,99.6,98.8,93.98,93.98,86.29,250,234169,234419,-1,803781,804530,750,250
"760","MCCP01v2_0763",3,"no",6,99.7,99.32,99.7,98.21,98.51,98.51,83.68,337,234419,234756,-3,804532,805542,1011,337
"761","MCCP01v2_0764",4,"no",12,99.67,100,100,99.65,99.67,99.67,93.75,303,234756,235059,-3,805555,806463,909,303
"762","MCCP01v2_0765",4,"no",15,100,99.75,100,99.75,99.75,99.75,91.69,409,235059,235468,-1,806451,807677,1227,409
"763","MCCP01v2_0766",4,"no",7,100,100,99.15,100,99.16,99.16,100,120,235468,235588,-1,807789,808148,360,120
"764","MCCP01v2_0767",4,"no",19,100,100,100,99.37,99.05,98.72,96.23,318,235588,235906,-3,808168,809121,954,318
"765","MCCP01v2_0768",4,"no",7,100,100,100,100,99.22,99.22,100,130,235906,236036,-3,809125,809514,390,130
"766","MCCP01v2_0769",3,"no",13,100,100,99.17,98.35,98.35,98.35,97.54,122,236036,236158,-2,809540,809905,366,122
"767","MCCP01v2_0770",4,"no",4,100,100,100,100,100,100,100,75,236158,236233,-2,810128,810352,225,75
"768","MCCP01v2_0771",4,"no",5,100,100,100,100,98.01,98.01,92.06,252,236233,236485,-3,810364,811119,756,252
"769","MCCP01v2_0772",3,"no",13,99.53,99.53,99.53,98.59,98.59,98.59,93.93,214,236485,236699,-1,811119,811760,642,214
"770","MCCP01v2_0773",4,"no",4,99.79,100,99.79,99.59,99.59,99.59,96.69,483,236699,237182,-2,811889,813337,1449,483
"771","MCCP01v2_0774",4,"no",4,100,100,100,100,100,100,91.78,146,237182,237328,-3,813337,813774,438,146
"772","MCCP01v2_0775",3,"no",17,100,100,100,98.82,98.43,98.43,83.59,255,237328,237583,-2,813794,814558,765,255
"773","MCCP01v2_0776",3,"no",9,99.15,99.13,99.13,97.41,97.41,97.41,88.89,117,237583,237700,-3,814576,814926,351,117
"774","MCCP01v2_0777",4,"no",10,100,100,100,99.44,99.44,98.84,96.69,181,237700,237881,-2,814952,815494,543,181
"775","MCCP01v2_0778",4,"no",8,100,100,100,100,100,100,99.23,130,237881,238011,-1,815508,815897,390,130
"776","MCCP01v2_0779",3,"no",3,100,100,100,98.36,98.36,96.72,98.39,62,238011,238073,-1,815919,816104,186,62
"777","MCCP01v2_0780",4,"no",22,100,100,100,99.44,100,100,99.45,181,238073,238254,-1,816123,816665,543,181
"778","MCCP01v2_0781",3,"no",9,100,100,100,99.07,99.07,99.07,99.08,109,238254,238363,-1,816684,817010,327,109
"779","MCCP01v2_0782",3,"no",5,100,100,100,98.36,97.54,97.54,98.37,123,238363,238486,-3,817024,817392,369,123
"780","MCCP01v2_0783",4,"no",2,100,100,100,100,100,100,100,86,238486,238572,-3,817408,817665,258,86
"781","MCCP01v2_0784",4,"no",10,100,100,99.27,99.28,97.83,97.83,99.28,139,238572,238711,-1,817665,818081,417,139
"782","MCCP01v2_0785",4,"no",5,100,100,100,100,99.27,99.27,100,138,238711,238849,-2,818081,818494,414,138
"783","MCCP01v2_0786",4,"no",14,100,100,100,100,99.57,99.57,100,234,238849,239083,-3,818497,819198,702,234
"784","MCCP01v2_0787",4,"no",11,100,100,100,100,100,100,100,112,239083,239195,-1,819216,819551,336,112
"785","MCCP01v2_0788",4,"no",10,100,100,100,100,97.73,97.73,97.75,89,239195,239284,-2,819575,819841,267,89
"786","MCCP01v2_0789",4,"no",17,100,100,100,100,98.93,98.93,97.15,282,239284,239566,-2,819863,820708,846,282
"787","MCCP01v2_0790",3,"no",11,100,100,100,98.94,97.87,97.87,97.89,95,239566,239661,-1,820761,821045,285,95
"788","MCCP01v2_0791",4,"no",17,100,100,100,100,99.04,99.04,98.56,209,239661,239870,-2,821045,821671,627,209
"789","MCCP01v2_0792",3,"no",11,100,100,100,98.21,98.21,98.21,96.43,224,239870,240094,-2,821684,822355,672,224
"790","MCCP01v2_0793",4,"no",10,100,100,100,100,100,100,97.09,103,240094,240197,-3,822430,822738,309,103
"791","MCCP01v2_0794",4,"yes",NA,100,100,100,100,96,96,89.47,76,240197,240273,-2,823031,823258,228,76
"792","MCCP01v2_0795",2,"yes",NA,100,99.44,100,96.27,87.42,87.42,87.42,181,240273,240454,-1,823209,823751,543,181
"793","MCCP01v2_0796",3,"yes",NA,100,100,98.99,98.98,80.61,80.61,80.61,105,240454,240559,-3,823717,824031,315,105
"794","MCCP01v2_0797",1,"no",NA,100,99.2,99.6,67.58,67.86,45.38,47.81,251,240559,240810,2,824396,825148,753,251
"795","MCCP01v2_0798",1,"no",NA,42.11,42.11,42.11,42.11,45,45,37.93,47,240810,240857,-2,825743,825883,141,47
"796","MCCP01v2_0799",1,"no",NA,100,100,100,68.64,51.43,45.19,67.83,120,240857,240977,-1,825837,826196,360,120
"797","MCCP01v2_0800",1,"no",NA,52.5,100,100,60,43.59,43.59,62.5,40,240977,241017,-3,826768,826887,120,40
"798","MCCP01v2_0801",2,"no",NA,100,100,97.83,89.72,61.92,61.92,61.83,228,241017,241245,-3,827026,827709,684,228
"799","MCCP01v2_0802",3,"no",5,100,100,100,98.24,89.08,89.08,89.79,285,241245,241530,-2,827714,828568,855,285
"800","MCCP01v2_0803",4,"no",NA,100,100,100,99.44,93.24,93.24,94.38,534,241530,242064,-3,828577,830178,1602,534
"801","MCCP01v2_0804",3,"no",11,100,100,100,98.76,95.87,95.87,95.88,243,242064,242307,1,830257,830985,729,243
"802","MCCP01v2_0805",3,"no",21,99.79,100,99.58,98.75,94.36,94.36,95,480,242307,242787,-3,831022,832461,1440,480
"803","MCCP01v2_0806",3,"no",18,99.79,100,99.79,98.97,93.2,93.2,92.8,486,242787,243273,-2,832463,833920,1458,486
"804","MCCP01v2_0807",4,"no",5,100,100,100,100,91.84,91.84,90.91,99,243273,243372,-3,833920,834216,297,99
"805","MCCP01v2_0808",3,"no",9,99.85,100,99.85,99.1,94.46,94.46,94.62,669,243372,244041,-2,834218,836224,2007,669
"806","MCCP01v2_0809",4,"no",NA,99.85,100,99.85,99.25,95.8,95.8,70.33,667,244041,244708,-2,836228,838228,2001,667
"807","MCCP01v2_0810",3,"no",1,100,100,100,98.01,95.7,95.7,91.75,303,244708,245011,-3,838231,839139,909,303
"808","MCCP01v2_0811",3,"no",NA,100,100,100,97.21,95.37,95.06,79.38,325,245011,245336,-1,839142,840116,975,325
"809","MCCP01v2_0812",4,"no",4,100,100,100,100,98.86,98.86,91.11,90,245336,245426,-3,840175,840444,270,90
"810","MCCP01v2_0813",3,"no",10,99.86,100,99.72,98.61,97.51,97.36,90.04,723,245426,246149,-1,840510,842678,2169,723
"811","MCCP01v2_0814",2,"no",NA,99.6,100,100,94.87,94.35,94.35,79.58,249,246149,246398,-2,842690,843436,747,249
"812","MCCP01v2_0815",3,"no",23,100,100,100,99.06,99.06,98.39,85.27,319,246398,246717,-3,843436,844392,957,319
"813","MCCP01v2_0816",1,"yes",NA,100,100,100,55.47,56.76,56.76,62.5,132,246717,246849,-2,844538,844933,396,132
"814","MCCP01v2_0817",1,"yes",NA,98.96,100,98.95,79.76,65.48,65.48,66.67,96,246849,246945,-1,844938,845225,288,96
"815","MCCP01v2_0818",1,"yes",NA,100,46.51,100,60,58.82,58.82,55.1,55,246945,247000,-1,845598,845762,165,55
"816","MCCP01v2_0819",1,"yes",NA,99.24,100,99.22,67.19,49.18,49.18,55.56,131,247000,247131,-3,845857,846249,393,131
"817","MCCP01v2_0820",1,"yes",NA,100,99.4,99.4,55.03,61.7,61.7,51.76,170,247131,247301,-2,846290,846799,510,170
"818","MCCP01v2_0821",3,"no",20,100,100,100,99.03,97.09,97.09,95.48,310,247301,247611,-1,847209,848138,930,310
"819","MCCP01v2_0822",3,"yes",NA,100,100,99.59,97.76,70.73,70.73,71.2,492,247611,248103,-1,848253,849728,1476,492
"820","MCCP01v2_0823",2,"yes",NA,100,100,100,91.3,78.26,77.53,77.72,186,248103,248289,-2,849905,850462,558,186
"821","MCCP01v2_0824",3,"no",3,100,100,100,99,87.38,87.04,87.42,302,248289,248591,-3,850471,851376,906,302
"822","MCCP01v2_0825",3,"no",NA,99.28,100,99.28,97.84,32.17,32.17,37.7,143,248591,248734,-3,851662,852090,429,143
"823","MCCP01v2_0826",3,"no",NA,100,100,99.56,98.08,37.18,37.18,37.18,230,248734,248964,-3,852313,853002,690,230
"824","MCCP01v2_0827",2,"yes",NA,100,100,100,94.74,38.04,38.04,42.39,105,248964,249069,-2,852989,853303,315,105
"825","MCCP01v2_0828",2,"yes",NA,100,100,100,95.05,34.43,34.43,40.16,247,249069,249316,-3,853327,854067,741,247
"826","MCCP01v2_0829",2,"no",1,99.87,100,99.75,95.82,95.18,95.19,44.27,790,249316,250106,-3,854227,856596,2370,790
"827","MCCP01v2_0830",2,"yes",NA,100,99.46,99.46,96.24,95.7,95.7,43.68,187,250106,250293,-1,856608,857168,561,187
"828","MCCP01v2_0831",3,"no",NA,99.83,100,100,97.42,95.7,96.69,94,583,250293,250876,-1,857613,859361,1749,583
"829","MCCP01v2_0832",2,"no",7,100,100,99.6,94.78,96.79,96.79,90.73,250,250876,251126,-2,859325,860074,750,250
"830","MCCP01v2_0833",2,"no",7,99.59,100,99.59,89.53,70.45,70.65,68.76,489,251126,251615,-2,860075,861541,1467,489
"831","MCCP01v2_0834",3,"no",9,100,100,100,98.95,91.29,91.29,89.24,288,251615,251903,-3,861775,862638,864,288
"832","MCCP01v2_0835",2,"yes",NA,96.46,100,98.6,95.1,83.45,83.45,85.11,288,251903,252191,3,862773,863636,864,288
"833","MCCP01v2_0836",4,"yes",NA,100,100,100,100,77.27,77.27,77.27,66,252191,252257,1,863590,863787,198,66
"834","MCCP01v2_0837",2,"no",4,99.25,100,99.24,96.24,94.74,94.74,94.78,134,252257,252391,2,863978,864379,402,134
"835","MCCP01v2_0838",1,"no",NA,100,100,99.54,50.57,41.51,45.96,57.18,438,252391,252829,-1,864420,865733,1314,438
"836","MCCP01v2_0839",1,"no",1,100,99.76,100,52.57,43.01,50.11,46.57,422,252829,253251,-2,865946,867211,1266,422
"837","MCCP01v2_0840",1,"no",NA,100,99.76,99.63,51.27,46.68,50.2,61.87,424,253251,253675,-3,867415,868686,1272,424
"838","MCCP01v2_0841",2,"no",NA,99.54,99.77,99.31,96.02,43.37,50.42,46.28,437,253675,254112,-3,868900,870210,1311,437
"839","MCCP01v2_0842",2,"yes",NA,100,100,100,94.2,92.75,92.75,84.06,74,254112,254186,2,870524,870745,222,74
"840","MCCP01v2_0843",1,"yes",NA,99.12,100,99.11,86.36,81.82,81.82,67.29,114,254186,254300,1,870841,871182,342,114
